Marka,Seri,Model,Başlik,Yakit,Vites,Kilometre,Yil,Price;
Citroën,Saxo,1.4 SX,HATASIZ 1.4 tam otomatik,LPG,Otomatik,76.000,2000,37.000 TL;
Chevrolet,Aveo,1.4 SE,50500 KM'DE OTOMATİK LPG'Lİ AVEO 1.4 16V SE,LPG,Otomatik,50.500,2012,65.000 TL;
Audi,A3,A3 Hatchback 1.6,takaslı audi,LPG,Otomatik,318.000,1999,36.500 TL;
Hyundai,Sonata,2.0 GLS,motor komple sıfır yapıldı şsnzuman HATASIZ 175000de,LPG,Otomatik,175.000,1998,20.500 TL;
Rover,416,Si,ROVER 416 Si TAM OTOMATİK,LPG,Otomatik,210.000,1997,29.750 TL;
Honda,Civic,1.6 VTEC LS,ORİJİNAL HATASIZ OTOMATİK HONDA,LPG,Otomatik,140.000,2006,86.000 TL;
Volkswagen,Polo,1.6,BAYRAM ŞEKERİ OTOMATİK KLİMALI,LPG,Otomatik,250.100,1997,30.750 TL;
Kia,Shuma,LS,TR DE EN DÜŞÜK OTOMATİK KİA SHUMA LPG Lİ,LPG,Otomatik,262.000,2003,36.850 TL;
BMW,3 Serisi,316i Standart,ÖZ ŞENLİ OTOMOTİV'den BMW 3.16İ OTOMATİK LPG'li FULL+FULL...,LPG,Otomatik,186.000,1995,44.750 TL;
Honda,Civic,1.6i VTEC Eco Elegance,KARAELMAS AUTO DAN 1.6 BENZİN / LPG 54.000KM ECO ELEGANCE SUNROF,LPG,Otomatik,54.000,2015,112.000 TL;
Hyundai,Accent,1.5 1.5i GL,***biblo*** (otomatik vites),LPG,Otomatik,192.000,2000,31.499 TL;
Hyundai,Sonata,2.0 GLS,DBAUTO DAN HUNDAİ Sonata ŞAHİN PARASI NA,LPG,Otomatik,192.000,1998,24.750 TL;
Volkswagen,Passat,1.8 T Exclusive,acil satılık passat,LPG,Otomatik,253.000,2004,58.000 TL;
Honda,Civic,1.6 VTEC ES,DEĞİŞENSİZ 2005 OTOMATİK CİVİC VTEC ES,LPG,Otomatik,176.000,2005,83.000 TL;
Mercedes - Benz,S Serisi,S 320 320 L,EŞİ ÇOK AMA HASTASINA BU MODELDE BU AYARDA BENZERİ YOK,LPG,Otomatik,260.000,1998,85.000 TL;
Ford,Focus,1.6 Collection,FORD FOCUS 1.6 OTOMATİK BENZİN LPGLİ,LPG,Otomatik,241.000,2007,55.000 TL;
Toyota,Yaris,1.3 Luna,MASRAFSIZ TAM OTOMATIK TOYOTA YARIS,LPG,Otomatik,340.000,2001,45.900 TL;
"Volkswagen,Passat,1.6 FSI Comfortline,""Temiz, Bakımlı ve ORJINAL Sahibinden TEMMUZ VERGISI ÖDENDI"",LPG,Otomatik,177.000,2008,84.500 TL";
Opel,Astra,1.6 GLS,1997 EMSALSİZ OPEL ASTRA GLS ÇİFT AİRBAG KLİMA OTOMATİK VİTES,LPG,Otomatik,311.000,1997,32.500 TL;
Peugeot,307,1.6 Feline,Arena MOTORSdan 2008 PEUGEOT 307 1.6 110 HP FELİNE OTOMATİK,LPG,Otomatik,151.000,2008,56.750 TL;
BMW,5 Serisi,520i Standart,efsaneler kasa bmw 5.20 ia hem otomatik vites hemde değişensiz,LPG,Otomatik,300.000,1996,35.750 TL;
Honda,Civic,1.6i VTEC Elegance,Full bakımlı 0 masraf alan kazanır,LPG,Otomatik,138.000,2007,79.000 TL;
Mercedes - Benz,S Serisi,S 320 320 L,1999 MODEL MERCEDES S320 L,LPG,Otomatik,364.000,1999,82.500 TL;
BMW,3 Serisi,320i,Sahibinden Tertemiz E46,LPG,Otomatik,247.000,1999,77.500 TL;
Honda,Civic,1.6i VTEC Eco Premium,GARAC 79 dan 2015 CİVİC 1.6i VTEC- LPG ECO PREMİUM 80.000 KM DE,LPG,Otomatik,80.000,2015,107.900 TL;
Proton,416,GLXi,OTOMATİK VİTES 150 binde PROTON,LPG,Otomatik,150.000,1998,20.750 TL;
Hyundai,Accent,1.5 GLS,TAMER'DEN 1995 ACCENT 1.5 GLS TAM OTOMATİK/KLİMA/LPG,LPG,Otomatik,270.000,1995,24.250 TL;
Toyota,Carina,2.0 GLi,Aracin kasa cok duzgun CARİNA OTOMATIK FUUL KLimali,LPG,Otomatik,272.000,1998,27.500 TL;
Honda,Civic,1.6i VTEC Eco Elegance,2013 OTOMATİK EKO ELEGAS. AÇIKLAMA DA TÜM. BİLGİ MEVCUT,LPG,Otomatik,339.000,2013,96.750 TL;
Toyota,Auris,1.6 Comfort Extra,TAM OTOMATİK SADECE 54.000 KM'de BRC LPG TOYOTA AURİS EMSALSİZ !,LPG,Otomatik,54.000,2012,115.750 TL;
Honda,Civic,1.6i VTEC Elegance,OTOMATİK DEGİŞENSİZZ En full düşük km çizik yokk,LPG,Otomatik,145.000,2012,107.500 TL;
Volkswagen,Polo,1.4 Comfortline,HERŞEYİYLE SORUNSUZ HATASIZ DEİŞENSİZ,LPG,Otomatik,179.000,2004,60.000 TL;
Volkswagen,Bora,1.6 Comfortline,YILDIRIM OTOMOTİVDEN SORUNSUZ BORA,LPG,Otomatik,262.000,2000,41.000 TL;
Chevrolet,Cruze,1.6 Sport,B0R0VALI 2.EL (2012) CHEVROLET CRUZE # SPORT,LPG,Otomatik,130.000,2012,82.500 TL;
Peugeot,106,XS,OTOMATİK VİTES PEJO 106 MUAYNE 2022-5 AY,LPG,Otomatik,170.000,1998,26.500 TL;
BMW,3 Serisi,320i,96 Model E36 3.20İA,LPG,Otomatik,218.755,1996,43.250 TL;
Chevrolet,Cruze,1.6 LS Plus,TEMIZ....AC­IL..BAKIMLI,LPG,Otomatik,150.000,2009,69.500 TL;
Honda,Civic,1.6i VTEC Premium,sahibinden fd6,LPG,Otomatik,113.000,2012,95.500 TL;
Volkswagen,Passat,1.6 FSI Trendline,Memurdan...Boyasız sayılır....,LPG,Otomatik,135.000,2006,92.750 TL;
Peugeot,206,1.4 X-Line,SAHİBİNDEN TAM OTOMATİK TEMİZZ 206,LPG,Otomatik,140.000,2004,47.500 TL;
Volkswagen,Bora,1.6 Pacific,BORA BAKIMLI DEGİŞENSİZ,LPG,Otomatik,222.000,2003,50.900 TL;
Honda,Civic,1.6 i ES,ELİT AUTO 23 DEN OTOMATİK HONDA CİVİC,LPG,Otomatik,260.000,1998,39.750 TL;
Mercedes - Benz,S Serisi,S 320 320 L,TAKAS OLUR,LPG,Otomatik,380.000,1995,55.000 TL;
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency AMG,Reis otomotıv güvencesiyle hatasız C 180,LPG,Otomatik,199.000,2011,155.500 TL;
BMW,3 Serisi,330Ci,özenle hazırlanmıs garaj arabası,LPG,Otomatik,268.000,2003,108.000 TL;
Chevrolet,Cruze,1.6 Sport Plus,NİĞDELİ AUTO 2012 MODEL CHEVROLET CRUZE SPORT PLUS FULL PAKET,LPG,Otomatik,111.785,2012,86.800 TL;
Honda,Civic,1.6i VTEC Elegance,ihtiyac olduğundan,LPG,Otomatik,203.128,2008,95.000 TL;
Honda,Civic,1.6i VTEC Eco Elegance,MAKYAJLI KASA FB7/ECO-YENİ VİZE -YET.SERVİS BAKIMLI-EKRANLI TEYP,LPG,Otomatik,62.000,2015,135.000 TL;
Volkswagen,Golf,1.8 CL,otomatik vites temiz aile aracı,LPG,Otomatik,277.000,1997,33.500 TL;
Toyota,Corolla,1.6 Sol Special,Cüzi pazarlık vardır.,LPG,Otomatik,203.000,2003,46.000 TL;
Opel,Astra,1.6 Sport,YENİ KASA OTOMATİK OPEL ASTRA ..,LPG,Otomatik,111.000,2010,74.000 TL;
Hyundai,Sonata,2.5 GLS,SANRUFLU DERI DÖŞEME DABUL EKRAN TEYP,LPG,Otomatik,280.000,1999,33.500 TL;
BMW,5 Serisi,528i Standart,Tr de Sayılı 528ii,LPG,Otomatik,317.000,1996,60.000 TL;
Ford,Focus,1.6 Ghia,FORD FOCUS GHİA 179.000 BİNDE!,LPG,Otomatik,178.500,2006,67.500 TL;
Chevrolet,Lacetti,1.6 SX,SAHİBİNDEN SATILIK 2005 Model Chevrolet Lacetti 1.6 Otomatik,LPG,Otomatik,161.000,2005,45.000 TL;
BMW,3 Serisi,320i,BMW 3.20 i,LPG,Otomatik,220.000,2010,137.000 TL;
Chrysler,300 M,3.5,turkiyede emsali yok HATASIZ sayılır.,LPG,Otomatik,385.000,2004,67.500 TL;
Peugeot,206,1.6 1.6 CC,SİYAH KARTAL SATIŞTA,LPG,Otomatik,145.000,2004,52.500 TL;
Honda,Civic,1.6i VTEC Eco Executive,2019 15.000 DE HATASIZ,LPG,Otomatik,15.100,2019,193.500 TL;
Renault,Clio,1.4 RXT,renault clio 1.4 rxt,LPG,Otomatik,128.000,2001,40.000 TL;
Peugeot,206,1.4 X-Line,AKÇA'DAN TAM OTOMATİK TOPLAMDA 15 ADET 206 OTOMATİK,LPG,Otomatik,146.000,2004,46.950 TL;
Mazda,MPV,3.0i V6,Sahibinden Tertemiz Mazda mpv 3.0 v6 motor,LPG,Otomatik,176.000,1998,50.000 TL;
Toyota,Corolla,1.6 Sol,ÜNİVERSİTE PERSONELİNDEN TEMİZ FULL,LPG,Otomatik,191.000,2004,65.000 TL;
Honda,Civic,1.4 Sport,HATASIZ BOYASIZ HASAR KAYITSIZ OTOMATİK CAM GİBİ HONDA ORJİNAL,LPG,Otomatik,164.000,2011,89.900 TL;
Hyundai,i20,1.4 MPI Style,ARK MOTORS HYUNDAİ İ20 OTOMATİK VİTES STYLE,LPG,Otomatik,230.000,2014,91.000 TL;
Toyota,Corolla,1.6 Sol,2005 TOYOTA COROLLA HB SOL 1.6 CC 110 BG OTOMATİK VİTES BOYASIZ,LPG,Otomatik,215.000,2005,72.500 TL;
Toyota,Corolla,1.6 Advance,2015 MODEL ADVANTAGE __33.000KM__LPG Lİ TAM OTOMATİK,LPG,Otomatik,33.000,2015,129.750 TL;
BMW,3 Serisi,318i Standart,MOTORU SIFIR GARAJ ARABASI,LPG,Otomatik,230.000,2000,49.500 TL;
Mercedes - Benz,S Serisi,S 320 320 L,MAZZINI..LONG..ÇİFT HAFIZA-BOSE-­EKRAN-PRINS LPG..DEĞİŞEN YOK!,LPG,Otomatik,377.581,2000,117.500 TL;
Mazda,626,2.0,OTOMATİK 2.0 MAZDA 626,LPG,Otomatik,275.000,1990,18.000 TL;
Mercedes - Benz,E Serisi,E 200 Komp. Avantgarde,ONUR AUTO YA OPSİYONLANMIŞTIR,LPG,Otomatik,225.000,2008,158.000 TL;
Ford,Fiesta,1.6 Comfort,Bayan Öğretmenden Düşük kilometre Tam Otomatik 1.6 Ford fiesta,LPG,Otomatik,134.000,2005,63.000 TL;
Audi,A3,A3 Hatchback 1.6,MSR AUTO'DAN AUDİ A3 CABRİO 3 KAPILI OTOMATİK BENZİNLİ 2007 MODE,LPG,Otomatik,197.000,2007,68.500 TL;
Audi,A3,A3 Sportback 1.6,OTOMATİK-SUN­ROOF-107.000 KM,LPG,Otomatik,106.700,2006,94.500 TL;
Volkswagen,Golf,1.6 Pacific,OTOMATİK VİTES 185 BİNDE 2004 GOLF,LPG,Otomatik,185.000,2004,57.000 TL;
Hyundai,i30,1.6 GDi Elite,Bayan kullanıcıdan temiz i30,LPG,Otomatik,121.700,2013,105.000 TL;
BMW,3 Serisi,318i Standart,2003 MODEL 318i 2000cc 143 HP BEBEKYÜZ Topazblue,LPG,Otomatik,267.000,2003,72.000 TL;
"Volkswagen,Passat,1.8 Trendline,""Kazasız, orjinal, otomatik - LPGli - temiz aile aracı"",LPG,Otomatik,265.000,2000,44.500 TL";
Opel,Astra,1.6 Edition,ÖĞRETMEN'DEN TEMİZ AİLE ARABASI,LPG,Otomatik,100.240,2012,95.500 TL;
Honda,Civic,1.6i VTEC Eco Elegance,SAHİBİNDEN ORJİNALLL CİVİC ECO ELEGANCE OTOMATİK,LPG,Otomatik,86.800,2016,149.750 TL;
Ford,Fiesta,1.4 Titanium X,Temiz Full Ford fiesta,LPG,Otomatik,97.000,2010,90.000 TL;
Volkswagen,Golf,1.6 Pacific,2004 1.6 GOLF,LPG,Otomatik,283.000,2004,55.900 TL;
Renault,Megane,1.6 Dynamique,TERTEMİZ MEGANE DYNAMIQUE,LPG,Otomatik,230.000,2004,47.500 TL;
Honda,Civic,1.6 VTEC ES,NİĞDEYE SUAT BEYE OPSİYONLANMIŞTIR,LPG,Otomatik,151.695,2004,56.750 TL;
Mercedes - Benz,C Serisi,C 200 Komp. Elegance,MERCEDES C200 KOMPRESÖR LPG OTOMATİK MOTOR ŞANZIMAN KUSURSUZ,LPG,Otomatik,230.000,2006,78.500 TL;
Volkswagen,Passat,1.4 TSI Highline,Satılık passat,LPG,Otomatik,190.000,2010,99.500 TL;
Peugeot,206,1.4 XR,sahibinden otomatik 206,LPG,Otomatik,190.000,1999,35.000 TL;
Honda,Civic,1.6i VTEC Eco Elegance,değişensiz düzgün bakımlı,LPG,Otomatik,118.000,2014,120.000 TL;
Honda,Civic,1.6i VTEC Eco Executive,İLK SAHİBİNDEN 2017 model 2018 ŞUBAT TRAFK ÇIKIŞ HATASIz BOYASIZ,LPG,Otomatik,50.000,2017,169.500 TL;
Toyota,Corona,2.0 GLi,TERTEMİZ TOYOTA CORONA OTOMATİK VITES (KLİMALI),LPG,Otomatik,398.000,1991,16.950 TL;
Hyundai,Accent,1.3 LX,_ONUR OTOMOTİV İ_2001 HYUNDAİ ACCENT 1.3LX OTOMATİK VİTES KLİMA,LPG,Otomatik,143.000,2001,37.500 TL;
Opel,Astra,1.4 T Sport,Memurdan temiz bakımlı araç,LPG,Otomatik,62.500,2015,129.750 TL;
BMW,5 Serisi,520i Standart,LANSSMAN RENGİ + İÇİ BEJ + SUNROOF + OTOMATİK VİTES.,LPG,Otomatik,340.000,1998,57.900 TL;
Volvo,S80,4.4 VIP,ROTEKS VLV DEN ÇOK TEMİZ V8,LPG,Otomatik,356.000,2007,150.000 TL;
Opel,Corsa,1.4 Design,Sahibinden Boyasız Hatasz 15 bin km de 2017 Otomatik LPGli Corsa,LPG,Otomatik,15.000,2017,110.000 TL;
BMW,3 Serisi,320i Premium,WORKSdan ALPİNE WHİTE E90 M PAKET,LPG,Otomatik,269.000,2006,89.500 TL;
Honda,Civic,1.6i VTEC Elegance,HATASIZZ DEĞİŞENSİZ MASRAFSIZZ CİVİC OTOMATİKK VSALI ELEGANCE,LPG,Otomatik,240.000,2008,86.500 TL;
Honda,Civic,1.6 VTEC ES,ADIYAMAN AUTODAN KURUŞ MASRAFSIZ ES7,LPG,Otomatik,220.000,2004,69.750 TL;
Volkswagen,Bora,1.6 Pacific,ARACIMIZ EREN POSTALLIYA OPSİYONLANMIŞTIR,LPG,Otomatik,295.000,2003,47.500 TL;
Volkswagen,Polo,1.6 Classic,OSMANLI'DAN 1.6 KLİMALI GÜVENLİK PAKET 100LUK OTOMATİK 154 BİNDE,LPG,Otomatik,154.000,1998,38.000 TL;
Renault,Megane,1.6 Exception,2010 MODEL MEGANE 2 EXCEPTİON--OTOMATİK,LPG,Otomatik,180.000,2010,74.500 TL;
Chevrolet,Cruze,1.6 LS,KAFKAS DAN 2010 MODEL CHEVROLET CRUZE 1.6 LS LPG'Lİ OTOMATİK,LPG,Otomatik,149.000,2010,65.900 TL;
Honda,Civic,1.6i VTEC Eco Elegance,araba gibi araba,LPG,Otomatik,57.500,2015,147.500 TL;
Peugeot,206,1.4 XT,Batman'dan Emre beye opsiyonlandı. kapora alındı.,LPG,Otomatik,150.000,2003,42.500 TL;
Volkswagen,Polo,1.6,KLİMALI OTOMATİK VİTES VOLKSWAGEN POLO,LPG,Otomatik,180.000,1998,38.500 TL;
Honda,Civic,1.6i VTEC Eco Premium,65.000 KM F1 OTOMATİK 2015 ÇIKIŞLI 1.6iVTEC ECO PREMİUM BRC LPG,LPG,Otomatik,65.500,2014,99.750 TL;
Hyundai,Sonata,2.4 GLS,SAHİBİNDEN TEMİZ__2.4 __OTOMATİK HYUNDAİ- SONATA,LPG,Otomatik,173.000,2006,69.500 TL;
Ford,Focus,1.6 Trend,Otomatik 189 bin Km'de Hasar kaydı 768 lira,LPG,Otomatik,189.000,2009,74.500 TL;
BMW,3 Serisi,316i Standart,EMSALSİZ TEMİZLİKTE 1993 MODEL BMW 3.16.İ,LPG,Otomatik,340.000,1993,39.500 TL;
Honda,Civic,1.6i VTEC Eco Elegance,SAHİBİNDEN BOYASIZ DEĞİŞENSİZ TRAMERSİZ TERTEMİZ HONDA CİVİC,LPG,Otomatik,50.000,2016,163.000 TL;
Opel,Corsa,1.4 Swing,SAHİBİNDEN TEMİZ,LPG,Otomatik,213.000,1997,36.000 TL;
Mercedes - Benz,E Serisi,E 200 Komp. Avantgarde,2007 E200 KOMPRESSÖR AVANTGARDE,LPG,Otomatik,202.000,2007,187.500 TL;
Hyundai,i20,1.4 MPI Elite,HATASIZ- BOYASIZ-2015- HYUNDAİ- İ20-LPGLİ-ELİTE PAKET- FULL,LPG,Otomatik,119.000,2015,117.750 TL;
"Chevrolet,Cruze,1.6 LT,""TR'de TEK-BOYASIZ-OTOMATİK VİTES-2012 CRUZE 1.6 LT-124,HP-FULL__"",LPG,Otomatik,122.000,2012,82.750 TL";
Hyundai,Elantra,2.0 GLS,2001 MODEL ELENTRA 2.0 GLS OTOMATİK VİTES KLİMALI,LPG,Otomatik,406,2001,33.500 TL;
Hyundai,Elantra,2.0 GLS,2001 MODEL ELENTRA 2.0 GLS OTOMATİK VİTES KLİMALI,LPG,Otomatik,406,2001,33.500 TL;
Hyundai,Accent,1.3 Admire,2005 MODEL 1.3 OTOMATİK ACCENT,LPG,Otomatik,183.000,2005,45.000 TL;
Honda,Civic,1.6i VTEC Elegance,CAYMAZ OTOMOTİVden BOYASIZ DEĞİŞENSİZ KUSURSUZ ELEGANCE!,LPG,Otomatik,230.000,2008,92.500 TL;
Mazda,3,1.6 Impressive,Tertemiz sıkıntısız,LPG,Otomatik,164.000,2010,97.000 TL;
Ford,Focus,1.6 Ghia,KAPORASI ALINIP ÇARŞAMBA GÜNÜNE KADAR OPSİYONLANMIŞTIR.,LPG,Otomatik,251.250,2006,59.900 TL;
Renault,Megane,2.0 RXE,SATILIK OTOMATİK MEGAN 1,LPG,Otomatik,193.650,1999,31.500 TL;
Peugeot,307,1.6 XT,ZKA MOTORS DAN 2005 MODEL SUNROOFLU OTOMATİK VİTES PEUGEOT 307,LPG,Otomatik,226.250,2005,43.500 TL;
Mercedes - Benz,E Serisi,E 230 Elegance,1997 E 230 OTOMATİK LPG Lİ 248 BİN KM DE KAZASIZ EMSALSİZ,LPG,Otomatik,250.000,1997,73.000 TL;
Ford,Focus,1.6 Comfort,ARACIMIZ SEFA BEYE SATILMISTIR.,LPG,Otomatik,220.000,2001,42.900 TL;
Ford,Fiesta,1.4 Titanium,2009 MODEL HATASIZ 124.000KM OTOMATİK TİTANIUM,LPG,Otomatik,124.000,2009,81.500 TL;
Honda,Civic,1.6 Si,1994 HONDA CİVİC 1.6 Sİ TAM OTOMATİK YENİ MUAYENE MASRAFSIZ,LPG,Otomatik,355.000,1994,26.500 TL;
Mercedes - Benz,E Serisi,E 200 Avantgarde,ÖZEL RENK.SAHİBİNDEN İHTİYACTAN SATILIK,LPG,Otomatik,320.000,1996,64.750 TL;
Peugeot,206,1.4 X-Line,AUTO ENGİNDEN OTOMOTİK VİTES 206 BİRİNCİ SINIF ÇİZİKSİZ CAM GİBİ,LPG,Otomatik,214.000,2004,42.500 TL;
Honda,Civic,1.6i VTEC Dream,PARİS OTOMOTİVDEN DEGİŞENSİZ HONDA OTOMATİK,LPG,Otomatik,211.000,2008,73.500 TL;
Hyundai,Getz,1.4 DOHC 1.4 AB AC,YalvaçlıHyundai Getz 1.4 LPG'li Otomatik ''137.000 Km'',LPG,Otomatik,137.000,2006,45.500 TL;
Chevrolet,Lacetti,1.6 SX,CHEVROLET LACETTİ 1.6 TAM OTOMATİK,LPG,Otomatik,211.000,2005,40.000 TL;
BMW,3 Serisi,320i Premium,Pirins LPGli Hatasız temizlikte,LPG,Otomatik,310.000,2006,98.500 TL;
Mercedes - Benz,E Serisi,E 320 Elegance,MERCEDES E 320 BENZİN-LPG OTOMATİK VİTES,LPG,Otomatik,320.000,1995,64.500 TL;
"Opel,Corsa,1.4 Twinport Enjoy 111,""2011 OPEL CORSA 1.4 TWİNPORT, ENJOY, 111 YIL, OTOMATİK VİTES"",LPG,Otomatik,92.000,2011,68.500 TL";
Volkswagen,Polo,1.6,Temiz Polo,LPG,Otomatik,151.000,1998,38.000 TL;
BMW,5 Serisi,520i Standart,***KUPON EMSALSİZ E39 ÖZEL RENK***,LPG,Otomatik,335.000,1998,59.900 TL;
Peugeot,307,1.6 Envy,PEUGEOT 307 1.6 ENVY TAM OTOMATİK VİTES ORJİNAL 176 BİNDE LPG Lİ,LPG,Otomatik,177.000,2004,48.500 TL;
Ford,Focus,1.6 Titanium X,BENDEN DAHA YAKIŞIKLI FOCUS:)),LPG,Otomatik,198.000,2008,75.000 TL;
Volkswagen,Bora,1.6 Pacific,YAZA BORA SİZ GIRMEYIN;),LPG,Otomatik,235.500,2004,51.500 TL
Mercedes - Benz,E Serisi,E 320 Avantgarde,HS AUTO'DAN HATASIZ E320 AMG GÖRÜNÜM TRDE NADİR,LPG,Otomatik,270.000,2003,148.000 TL;
Hyundai,Elantra,1.8 GLS,klimalı otomatik 1.8gls 128hp,LPG,Otomatik,178.000,1996,32.000 TL;
Mercedes - Benz,E Serisi,E 200 Avantgarde,98 E 200 OTOMATİK AVANGARD CAM TAVAN,LPG,Otomatik,367.000,1998,70.000 TL;
Hyundai,Getz,1.3 GLS,RIDVAN DEMİR' DEN 2005 HYUNDAI GETZ 1.3 GLS OTOMATİK SUNROOF,LPG,Otomatik,145.000,2005,61.500 TL;
Fiat,Tipo,1.6 DGT,temiz düzgün tipo 1.6,LPG,Otomatik,196.000,1990,18.500 TL;
Volkswagen,Passat,1.6 FSI Trendline,BAKMADAN GECME SAHIBINDEN TEMIZ PASSAT,LPG,Otomatik,227.000,2006,74.000 TL;
Hyundai,Getz,1.3 GLS,masrafsız otomatik getz,LPG,Otomatik,235.000,2004,40.900 TL;
Seat,Ibiza,1.4 Stylance,2005 İBİZA OTOMATİK VİTES SUNROOFLU FULL,LPG,Otomatik,183.000,2005,60.500 TL;
Mercedes - Benz,E Serisi,E 200 Elegance,ARACIMIZA KAPORA ALINMIŞTIR...,LPG,Otomatik,327.000,1995,54.000 TL;
Mazda,3,1.6 Touring,R LİNE MOTORS DAN 2010 MODEL HATASIZ MAZDA 3 OTOMATİK VİTES 1.6,LPG,Otomatik,230.000,2010,84.900 TL;
BMW,3 Serisi,318i Standart,AHMETOĞULLARINDAN OTOMATİK 318 İ E46 KASA BMV,LPG,Otomatik,260.000,2000,56.000 TL;
Mercedes - Benz,E Serisi,E 200 Elegance,ZAFER ŞERİF'DEN,LPG,Otomatik,470.000,1997,65.000 TL;
Volkswagen,Golf,1.6 Comfortline,ÇARŞI'DAN 1998 MODEL OTOMATİK BENZİN-LPG'Lİ GOLF 1.6 COMFORTLİNE,LPG,Otomatik,266.000,1998,39.500 TL;
Audi,A3,A3 Sportback 1.6,Bakımlı Otomatik Vites,LPG,Otomatik,220.000,2002,45.000 TL;
Chevrolet,Aveo,1.4 LT,2011-55.000 KM-OTOMATİK-Vİ­TES-CHEVROLET-­AVEO-1.4-LPGLİ,LPG,Otomatik,55.000,2011,69.500 TL;
Renault,Clio,1.6 Extreme,Temiz+Bakım­lı+Otomatik,LPG,Otomatik,99.000,2011,74.000 TL;
Chevrolet,Aveo,1.4 LT,2011-55.000 KM-OTOMATİK-Vİ­TES-CHEVROLET-­AVEO-1.4-LPGLİ,LPG,Otomatik,55.000,2011,69.500 TL;
Renault,Clio,1.6 Extreme,Temiz+Bakım­lı+Otomatik,LPG,Otomatik,99.000,2011,74.000 TL;
Chevrolet,Aveo,1.4 LS,M D Ç OTOMOTİV'DEN HATASIZ 2011 CHEVROLET AVEO OTOMATİK VİTES !!,LPG,Otomatik,133.000,2011,68.750 TL;
Honda,Civic,1.6 VTEC ES,2005 CİVİC VTEC ES OTOMATİKK,LPG,Otomatik,269.300,2005,69.500 TL;
Hyundai,i20,1.4 MPI Elite,ANKARABA - 2016 HYUNDAİ İ20 ELİTE 1.4 OTOMATİK HATASIZ,LPG,Otomatik,55.000,2016,129.000 TL;
Toyota,Corolla,1.6 Sol,TOYOTA COROLLA 1.6 SOL DİJİTAL KLIMA.LPG 16-01-2022 MUAYENELİ,LPG,Otomatik,300.000,2004,56.500 TL;
Peugeot,206,1.4 X-Line,TAM OTOMATİK VİTES-2005-PEJO -206-XLİNE-124­BİNDE-LPG-KLİMA,LPG,Otomatik,124.000,2005,46.500 TL;
Honda,Civic,1.6i VTEC Eco Premium,Bankacıdan 1.6 Otomatik Eco Premium DEĞİŞENSİZ Temiz Honda Civic,LPG,Otomatik,95.000,2015,129.000 TL;
Mercedes - Benz,E Serisi,E 200 Avantgarde,1997 MODEL MERCEDES E 200 AVANTGARDE SANRUF E2 PAKET FIRSAT ARAC,LPG,Otomatik,317.000,1997,57.000 TL;
Toyota,Corolla,1.6 GLi Special,RYS AUTODAN ORJİNAL TOYOTA COROLLA 1.6 GLİ SPECİAL OTOMATİK,LPG,Otomatik,235.000,1998,44.500 TL;
Chevrolet,Cruze,1.6 LS,YAVUZBEYDEN 2010 CRUZE 1.6 LS BENZİN/LPG..BOYA­SIZ..OTOMATİK..,LPG,Otomatik,116.000,2010,73.750 TL;
Mitsubishi,Lancer,1.5 Invite,FUL EXTRALI LANCER EVO X GÖRÜNÜM KUMANDALI WAREX DVD GERİ GÖRÜŞ,LPG,Otomatik,176.000,2010,69.750 TL;
Honda,Civic,1.6i VTEC Eco Executive,Hastasına özel civic,LPG,Otomatik,80.000,2017,189.000 TL;
Audi,A6,A6 Sedan 1.8 T,RECEP YILDIZ OTOMOTİV DEN 1.8T AUDI A6,LPG,Otomatik,410.000,2000,56.000 TL;
Opel,Vectra,2.0 GLS,AVŞAR OTOMOTİV'DEN 1996 OPEL VECTRA EMSALSİZ TEMİZLİKTE OTOMATİK,LPG,Otomatik,225.000,1996,23.500 TL;
"Ford,Focus,1.6 Comfort,""BİLENLER,DEN FOCUS OTOMATİK VİTES - LPG li"",LPG,Otomatik,92.000,2011,58.500 TL";
Mercedes - Benz,E Serisi,E 200 Komp. Avantgarde,MERCEDES BENZ E200 KOMPRESSOR AVANTGARDE + AÇILIR CAM TAVAN,LPG,Otomatik,199.999,2007,160.000 TL;
Honda,Civic,1.6 i ES,SÜMER MOTORS'TAN HONDA CİVİC OTOMATİK MASRAFSIZ,LPG,Otomatik,250.000,2000,42.000 TL;
Ford,Focus,1.6 Comfort,2011 Model 152.000 km Lpg ' Li (Brc),LPG,Otomatik,152.000,2011,82.750 TL;
Renault,Megane,1.6 Privilege,LORD MOTORS'TAN OTOMATİK 98000 KM PRİVİLEGE MEGANE,LPG,Otomatik,98.000,2011,81.500 TL;
Honda,Civic,1.6i VTEC Eco Elegance,AKGÜN MOTORSDAN HATASIZ BOYASIZ HONDA CIVIC 2015,LPG,Otomatik,105.000,2015,139.000 TL;
Opel,Astra,1.6 Elegance,gözüm gibi baktığım aracımı satıyorum,LPG,Otomatik,94.000,2001,62.950 TL;
"Ford,Fiesta,1.4 Titanium,""2011 OTOMATİK FİESTA BOYASIZ, KAZASIZ, 57.000 KM de LPG li"",LPG,Otomatik,57.000,2011,92.000 TL";
Honda,Civic,1.6i VTEC Eco Elegance,ECO ELEGANCE OTOMATİK HATASIZ BOYASIZ H.KAYITSIZ AİR SÜSPANSİYON,LPG,Otomatik,69.000,2014,145.900 TL;
